,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
3493,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,"Not bad, second glass",red
3494,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,"Not bad, second glass",red
3495,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,"Not bad, second glass",red
3496,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,"Not bad, second glass",red
3497,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,"Not bad, second glass",red
3498,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,"Not bad, second glass",red
3499,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,"Not bad, second glass",red
3500,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,"Not bad, second glass",red
3501,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,"Not bad, second glass",red
3502,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,"Not bad, second glass",red
3503,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,"Not bad, second glass",red
3504,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,"Not bad, second glass",red
3505,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,"Not bad, second glass",red
3506,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,"Not bad, second glass",red
3507,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,"Not bad, second glass",red
3508,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,"Not bad, second glass",red
3509,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,"Not bad, second glass",red
3510,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,"Not bad, second glass",red
3621,6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,"Not bad, second glass",red
3622,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,"Not bad, second glass",red
3623,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,"Not bad, second glass",red
3624,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,"Not bad, second glass",red
3736,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,"Not bad, second glass",red
3737,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,"Not bad, second glass",red
3738,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,"Not bad, second glass",red
3739,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,"Not bad, second glass",red
3740,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,"Not bad, second glass",red
3741,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,"Not bad, second glass",red
3742,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,"Not bad, second glass",red
3743,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,"Not bad, second glass",red
3735,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,"Not bad, second glass",red
3744,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,"Not bad, second glass",red
3746,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,"Not bad, second glass",red
3747,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,"Not bad, second glass",red
3748,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,"Not bad, second glass",red
3749,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,"Not bad, second glass",red
3750,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,"Not bad, second glass",red
3751,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,"Not bad, second glass",red
3752,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,"Not bad, second glass",red
3753,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,"Not bad, second glass",red
3745,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,"Not bad, second glass",red
3754,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,"Not bad, second glass",red
3734,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,"Not bad, second glass",red
3732,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,"Not bad, second glass",red
3714,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,"Not bad, second glass",red
3715,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,"Not bad, second glass",red
3716,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,"Not bad, second glass",red
3717,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,"Not bad, second glass",red
3718,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,"Not bad, second glass",red
3719,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,"Not bad, second glass",red
3720,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,"Not bad, second glass",red
3721,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,"Not bad, second glass",red
3733,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,"Not bad, second glass",red
3722,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,"Not bad, second glass",red
3724,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,"Not bad, second glass",red
3725,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,"Not bad, second glass",red
3726,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,"Not bad, second glass",red
3727,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,"Not bad, second glass",red
3728,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,"Not bad, second glass",red
3729,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,"Not bad, second glass",red
3730,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,"Not bad, second glass",red
3731,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,"Not bad, second glass",red
3723,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,"Not bad, second glass",red
3755,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,"Not bad, second glass",red
3756,9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,"Not bad, second glass",red
3757,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,"Not bad, second glass",red
3781,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,"Not bad, second glass",red
3782,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,"Not bad, second glass",red
3783,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,"Not bad, second glass",red
3784,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,"Not bad, second glass",red
3785,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,"Not bad, second glass",red
3786,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,"Not bad, second glass",red
3787,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,"Not bad, second glass",red
3788,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,"Not bad, second glass",red
3780,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,"Not bad, second glass",red
3789,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,"Not bad, second glass",red
3791,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,"Not bad, second glass",red
3792,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,"Not bad, second glass",red
3793,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,"Not bad, second glass",red
3794,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,"Not bad, second glass",red
3795,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,"Not bad, second glass",red
3796,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,"Not bad, second glass",red
3797,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,"Not bad, second glass",red
3798,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,"Not bad, second glass",red
3790,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,"Not bad, second glass",red
3779,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,"Not bad, second glass",red
3778,6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,"Not bad, second glass",red
3777,8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,"Not bad, second glass",red
3758,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,"Not bad, second glass",red
3759,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,"Not bad, second glass",red
3760,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,"Not bad, second glass",red
3761,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,"Not bad, second glass",red
3762,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,"Not bad, second glass",red
3763,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,"Not bad, second glass",red
3764,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,"Not bad, second glass",red
3765,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,"Not bad, second glass",red
3766,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,"Not bad, second glass",red
3767,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,"Not bad, second glass",red
3768,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,"Not bad, second glass",red
3769,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,"Not bad, second glass",red
3770,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,"Not bad, second glass",red
3771,7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,"Not bad, second glass",red
3772,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,"Not bad, second glass",red
3773,7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,"Not bad, second glass",red
3774,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,"Not bad, second glass",red
3775,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,"Not bad, second glass",red
3776,7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,"Not bad, second glass",red
3713,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,"Not bad, second glass",red
3447,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,"Not bad, second glass",red
3712,12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,"Not bad, second glass",red
3710,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,"Not bad, second glass",red
3647,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,"Not bad, second glass",red
3648,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,"Not bad, second glass",red
3649,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,"Not bad, second glass",red
3650,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,"Not bad, second glass",red
3651,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,"Not bad, second glass",red
3652,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,"Not bad, second glass",red
3653,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,"Not bad, second glass",red
3654,7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,"Not bad, second glass",red
3646,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,"Not bad, second glass",red
3655,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,"Not bad, second glass",red
3657,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,"Not bad, second glass",red
3658,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,"Not bad, second glass",red
3659,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,"Not bad, second glass",red
3660,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,"Not bad, second glass",red
3661,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,"Not bad, second glass",red
3662,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,"Not bad, second glass",red
3663,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,"Not bad, second glass",red
3664,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,"Not bad, second glass",red
3656,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,"Not bad, second glass",red
3665,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,"Not bad, second glass",red
3645,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,"Not bad, second glass",red
3643,12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,"Not bad, second glass",red
3625,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,"Not bad, second glass",red
3626,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,"Not bad, second glass",red
3627,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,"Not bad, second glass",red
3628,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,"Not bad, second glass",red
3629,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,"Not bad, second glass",red
3630,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,"Not bad, second glass",red
3631,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,"Not bad, second glass",red
3632,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,"Not bad, second glass",red
3644,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,"Not bad, second glass",red
3633,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,"Not bad, second glass",red
3635,10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,"Not bad, second glass",red
3636,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,"Not bad, second glass",red
3637,10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,"Not bad, second glass",red
3638,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,"Not bad, second glass",red
3639,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,"Not bad, second glass",red
3640,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,"Not bad, second glass",red
3641,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,"Not bad, second glass",red
3642,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,"Not bad, second glass",red
3634,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,"Not bad, second glass",red
3666,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,"Not bad, second glass",red
3667,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,"Not bad, second glass",red
3668,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,"Not bad, second glass",red
3692,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,"Not bad, second glass",red
3693,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,"Not bad, second glass",red
3694,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,"Not bad, second glass",red
3695,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,"Not bad, second glass",red
3696,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,"Not bad, second glass",red
3697,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,"Not bad, second glass",red
3698,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,"Not bad, second glass",red
3699,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,"Not bad, second glass",red
3691,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,"Not bad, second glass",red
3700,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,"Not bad, second glass",red
3702,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,"Not bad, second glass",red
3703,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,"Not bad, second glass",red
3704,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,"Not bad, second glass",red
3705,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,"Not bad, second glass",red
3706,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,"Not bad, second glass",red
3707,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,"Not bad, second glass",red
3708,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,"Not bad, second glass",red
3709,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,"Not bad, second glass",red
3701,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,"Not bad, second glass",red
3690,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,"Not bad, second glass",red
3689,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,"Not bad, second glass",red
3688,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,"Not bad, second glass",red
3669,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,"Not bad, second glass",red
3670,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,"Not bad, second glass",red
3671,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,"Not bad, second glass",red
3672,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,"Not bad, second glass",red
3673,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,"Not bad, second glass",red
3674,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,"Not bad, second glass",red
3675,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,"Not bad, second glass",red
3676,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,"Not bad, second glass",red
3677,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,"Not bad, second glass",red
3678,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,"Not bad, second glass",red
3679,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,"Not bad, second glass",red
3680,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,"Not bad, second glass",red
3681,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,"Not bad, second glass",red
3682,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,"Not bad, second glass",red
3683,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,"Not bad, second glass",red
3684,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,"Not bad, second glass",red
3685,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,"Not bad, second glass",red
3686,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,"Not bad, second glass",red
3687,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,"Not bad, second glass",red
3711,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,"Not bad, second glass",red
3800,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,"Not bad, second glass",red
3446,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,"Not bad, second glass",red
3444,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,"Not bad, second glass",red
5430,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5429,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5428,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,"Not bad, second glass",white
5427,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,"Not bad, second glass",white
5426,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,"Not bad, second glass",white
5425,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,"Not bad, second glass",white
5424,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,"Not bad, second glass",white
5423,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,"Not bad, second glass",white
5431,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5422,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,"Not bad, second glass",white
5420,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,"Not bad, second glass",white
5419,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,"Not bad, second glass",white
5418,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,"Not bad, second glass",white
5417,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,"Not bad, second glass",white
5416,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,"Not bad, second glass",white
5415,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,"Not bad, second glass",white
5414,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,"Not bad, second glass",white
5413,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"Not bad, second glass",white
5421,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"Not bad, second glass",white
5412,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"Not bad, second glass",white
5432,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5434,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5452,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,"Not bad, second glass",white
5451,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,"Not bad, second glass",white
5450,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,"Not bad, second glass",white
5449,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,"Not bad, second glass",white
5448,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,"Not bad, second glass",white
5447,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,"Not bad, second glass",white
5446,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,"Not bad, second glass",white
5445,6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,"Not bad, second glass",white
5433,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Not bad, second glass",white
5444,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,"Not bad, second glass",white
5442,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"Not bad, second glass",white
5441,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,"Not bad, second glass",white
5440,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,"Not bad, second glass",white
5439,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,"Not bad, second glass",white
5438,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"Not bad, second glass",white
5437,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,"Not bad, second glass",white
5436,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,"Not bad, second glass",white
5435,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,"Not bad, second glass",white
5443,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,"Not bad, second glass",white
5453,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,"Not bad, second glass",white
5411,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,"Not bad, second glass",white
5409,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,"Not bad, second glass",white
5386,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,"Not bad, second glass",white
5385,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"Not bad, second glass",white
5384,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,"Not bad, second glass",white
5383,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,"Not bad, second glass",white
5382,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,"Not bad, second glass",white
5381,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,"Not bad, second glass",white
5380,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"Not bad, second glass",white
5379,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,"Not bad, second glass",white
